#file,onset,offset,#item,sequence,syllables,type,place,vowel,position,speaker,question,new,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23,time_24
geo020s08a0093v01,0.800981,0.929981,98,k>a,3,ejective,velar,a,initial,s08,question,new,5.3417,-3.4065,-8.1412,-8.8001,-6.1273,3.3009,16.2622,30.4153,32.7743,27.1073,16.3668,4.6671,-7.4646,-14.8302,-23.8523,-28.2408,-25.6893,-17.8716,-4.7496,7.9739,13.1355,13.6551,10.8811,4.2992,-3.2553
geo020s08a0095v02,0.631111,0.760111,99,t>a,2,ejective,coronal,a,initial,s08,answer,new,4.0739,-1.7942,-8.0536,-8.6187,-5.352,1.2021,7.7926,14.3866,19.28,22.3219,17.9432,7.3354,-0.0209,-6.699,-10.0965,-4.8279,-3.3499,-5.6065,-7.0595,-6.0951,-7.5403,-16.172,-23.5004,-30.4179,-34.3789
geo020s08a0096v01,0.739458,0.868458,100,t>a,2,ejective,coronal,a,initial,s08,question,new,-30.2796,-14.2277,10.5141,33.2847,42.3134,30.013,8.811,-15.2365,-24.4902,-22.9258,-11.5294,2.6323,10.6087,9.2859,1.8735,-2.52,-2.5305,2.8789,5.6471,5.9163,-1.2055,-8.695,-9.9273,-80.1145,-33.1649
geo020s08a0096v02,0.721353,0.850353,101,t>a,2,ejective,coronal,a,initial,s08,answer,echo,8.5076,12.2364,9.1103,6.2333,3.1817,-2.887,-0.9437,0.1829,0.0098,-7.6231,-8.939,9.106,26.4817,29.5961,20.0402,0.7868,-14.695,-29.7082,-40.1478,-37.4325,-17.3931,17.2903,43.9916,15.6426,32.7276
geo020s08a0097v01,0.792201,0.921201,102,p>e,3,ejective,labial,e,initial,s08,question,new,16.5956,-0.509,-24.5604,-21.5884,-19.698,-4.9559,11.2279,18.6405,12.0539,1.6386,-11.1809,-25.159,-25.2947,-16.0369,4.8168,23.5774,32.8978,29.84,11.6828,-12.4247,-27.1876,-28.1319,-15.6815,-1.9369,10.7963
geo020s08a0097v02,0.605589,0.734589,103,p>a,3,ejective,labial,a,initial,s08,answer,new,-8.6037,-25.2672,-23.9521,-7.5062,6.5752,11.4375,7.7127,4.2685,-0.9908,-6.286,-8.0786,-10.1421,-12.4495,-9.0577,-7.0011,-6.8892,-7.0801,-3.5417,-1.0417,1.8667,-0.4559,0.2787,0.1174,-0.5647,4.2939
geo020s08a0098v01,0.750093,0.879093,104,p>a,3,ejective,labial,a,initial,s08,question,new,-1.3482,-0.93,3.0683,5.2575,6.9248,3.3658,-2.4837,-10.7646,-15.7566,-18.9964,-17.6862,-11.5062,-1.133,-4.587,-9.1429,4.1812,34.7463,45.4686,28.3824,9.3978,-8.5799,-19.9222,-25.8681,-25.6786,-18.2574
geo020s08a0098v02,0.653803,0.782803,105,p>a,3,ejective,labial,a,initial,s08,answer,echo,-11.853,-5.449,-5.8444,1.2871,7.5823,9.7247,4.168,-7.4818,-8.6706,-7.9494,1.8507,12.85,18.773,7.4049,-3.2289,-8.0605,-11.8757,-9.0457,-5.1526,-3.1823,-1.0046,-2.6027,2.1892,7.1291,17.8613
geo020s08a0099v01,0.970762,1.099762,106,pu,2,pulmonic,labial,u,initial,s08,question,new,-9.4028,-3.3885,3.5458,9.4186,11.2717,9.5068,2.4539,-6.6072,-8.7228,-6.0703,1.6069,6.4241,5.7247,-4.6648,-9.1484,-1.2774,7.3199,14.4868,14.9601,5.4463,-7.144,-23.421,-30.3994,-17.9552,4.4345
geo020s08a0101v02,0.73531,0.86431,107,k>e,2,ejective,velar,e,initial,s08,answer,new,-5.5154,7.3615,10.8455,2.7821,-6.7007,-7.1637,-8.5792,-5.0223,1.4211,8.2372,6.0464,5.1636,-4.9084,-7.0435,-2.7705,12.1929,12.0567,1.3826,-47.656,-14.0811,8.3131,14.8076,-1.7318,-6.8733,-14.9677
geo020s08a0102v01,0.876868,1.005868,108,k>e,2,ejective,velar,e,initial,s08,question,new,2.2551,9.5135,8.3755,3.3992,-1.6762,-4.5767,-7.3392,-5.0792,-3.9593,-1.1068,0.5182,1.2008,-0.7506,0.0596,5.9807,6.8928,3.9423,2.8287,0.3257,-8.9295,-21.4306,-15.6024,2.7904,20.0159,26.9934
geo020s08a0102v02,0.749732,0.878732,109,k>e,2,ejective,velar,e,initial,s08,answer,echo,-2.0774,-4.0696,-1.5735,2.0471,3.6208,-3.7116,-88.4434,-36.8315,16.5604,56.4736,53.506,49.3714,36.1276,10.3014,-14.2749,-38.6134,-42.1836,-35.3367,-19.109,-1.0479,4.3553,1.2434,-1.6912,-2.1056,-5.8725
geo020s08a0105v01,0.834203,0.963203,111,pa,2,pulmonic,labial,a,initial,s08,question,new,20.563,1.6339,-12.3532,-19.5897,-23.3142,-19.9159,-6.2291,6.4541,18.4528,15.6096,9.7349,3.6732,-0.7769,-4.6114,-11.1021,-12.2776,-9.3019,-5.5852,-0.0374,5.1358,-73.0039,-7.1809,32.8514,42.801,32.5244
geo020s08a0105v02,0.943856,1.072856,112,te,3,pulmonic,coronal,e,initial,s08,answer,new,-5.5398,14.0066,26.4066,23.7019,10.3595,-2.8115,-15.5135,-21.8638,-20.9283,-12.9604,-3.3114,2.9355,7.868,11.849,14.1684,9.2664,4.7564,-2.3468,-7.9764,-12.9598,-14.099,-13.4719,-12.561,-10.6299,-7.1503
geo020s08a0106v01,0.796131,0.925131,113,te,3,pulmonic,coronal,e,initial,s08,question,new,-2.9582,-13.139,-10.5152,9.0638,24.1162,28.9895,20.3857,-3.3164,-23.275,-38.3998,-40.2603,-23.8037,-0.0391,23.7358,37.5965,34.4416,18.2708,-3.6857,-23.2433,-28.1635,-17.4807,-2.4846,7.097,11.4196,8.8933
geo020s08a0106v02,0.615761,0.744761,114,te,3,pulmonic,coronal,e,initial,s08,answer,echo,-47.4508,-7.9705,15.5492,9.7927,-4.9764,-4.6198,8.7857,6.6355,10.2793,-4.9158,-23.1693,-40.8291,-53.9282,-53.1588,-34.7963,0.5705,37.6647,59.6446,55.4558,30.8142,5.6828,-14.4007,-25.6163,-23.1586,-11.5315
geo020s08a0107v01,0.793341,0.922341,115,p>a,2,ejective,labial,a,initial,s08,question,new,-5.2055,-3.3776,-1.5132,-2.2902,-3.4374,-2.6406,-14.0461,-17.247,-2.4871,17.5408,23.3918,25.7524,19.6138,1.0786,-16.0314,-27.2405,-26.6069,-14.1433,6.2123,22.6662,27.1725,21.1289,11.5311,2.1256,-3.8352
geo020s08a0108v01,0.911143,1.040143,116,t>i,2,ejective,coronal,i,initial,s08,question,new,11.9125,5.3539,1.9801,1.0856,1.7633,7.645,11.4893,9.8259,1.9584,-5.0326,5.1059,17.6022,17.3684,5.2639,-6.5455,-12.2418,-19.4528,-33.1892,-38.904,-27.5132,0.8586,31.3264,43.4597,34.8451,9.2697
geo020s08a0108v02,0.766291,0.895291,117,t>i,2,ejective,coronal,i,initial,s08,answer,echo,-2.5218,-8.0108,-1.7518,6.8649,-0.2246,-14.7993,-19.7828,-12.2349,0.3144,7.8296,11.4703,9.8699,4.7243,-13.6733,-29.7447,-29.5971,-9.6375,23.804,46.906,54.8002,50.0457,25.7207,-1.9774,-24.1794,-29.9423
geo020s08a0111v02,0.760477,0.889477,119,t>a,2,ejective,coronal,a,initial,s08,answer,new,-15.7824,-18.3495,-16.866,-8.5509,2.0823,6.6242,4.7427,-1.456,-6.5272,-9.9242,-5.4668,9.8458,9.4654,3.1334,-6.4956,-7.7196,-4.4054,-0.3361,7.7122,16.2483,19.4037,13.3746,-3.0007,-6.3241,-10.7799
geo020s08a0112v01,0.911825,1.040825,120,t>a,2,ejective,coronal,a,initial,s08,question,new,-12.8417,-22.0233,-22.2964,-12.1333,1.7686,13.5141,19.6308,21.2092,13.8186,4.433,-3.1811,-6.8809,-3.2514,-2.3659,-1.5196,-5.3639,-5.045,-4.1357,-2.0417,0.6188,5.4333,7.0792,7.7497,4.402,1.91
geo020s08a0112v02,0.677604,0.806604,121,t>a,2,ejective,coronal,a,initial,s08,answer,echo,-10.9572,-22.5076,-43.1118,-53.9564,-36.2046,-2.4002,26.6686,43.1883,39.0823,25.0218,-0.1974,-19.9979,-34.3184,-31.6195,-12.8038,6.5492,18.924,15.4684,7.1768,-0.3629,-5.9904,7.7857,14.9869,17.7881,9.6274
geo020s08a0113v01,0.971005,1.100005,122,p>i,3,ejective,labial,i,initial,s08,question,new,11.5359,11.396,11.4329,1.5762,0.5133,-1.2067,1.7333,4.6378,5.7696,-6.1728,-21.4516,-25.2224,-12.7721,3.9333,18.4416,18.8185,14.0862,2.0686,-15.3838,-32.7543,-33.5816,-16.2668,13.6939,34.3837,39.3803
geo020s08a0115v01,0.998281,1.127281,123,pa,3,pulmonic,labial,a,initial,s08,question,new,0.0466,-4.0876,-2.826,-5.1067,-3.7952,-6.7931,-5.439,-4.6302,-4.3716,-2.5091,1.6732,5.4505,4.0096,-1.4641,-1.6398,-3.4884,-1.3658,-0.4007,3.7566,3.824,-1.2434,-1.2001,-2.4188,0.4328,1.4191
geo020s08a0115v02,0.703003,0.832003,124,p>a,3,ejective,labial,a,initial,s08,answer,new,12.1779,24.9723,16.7829,3.2594,-14.0611,-23.8276,-27.5971,-28.6926,-20.9653,-1.0734,18.7194,29.4102,27.3409,19.328,9.9585,5.9604,0.1971,-4.1036,-8.831,-11.9848,-14.2407,-9.9929,-4.743,1.2702,5.8413
geo020s08a0116v01,0.822226,0.951226,125,p>a,3,ejective,labial,a,initial,s08,question,new,4.0345,5.9295,3.45,2.1961,-1.2186,-4.4737,-7.1705,-5.7643,-3.7571,-2.3086,-2.8241,0.9024,6.2349,10.645,10.4449,8.8952,3.8456,-0.689,-3.7004,2.7668,16.1025,29.0294,22.9981,-3.2955,-25.997
geo020s08a0116v02,0.694688,0.823688,126,p>a,3,ejective,labial,a,initial,s08,answer,echo,-25.2713,-7.0744,19.1184,37.5543,37.2124,18.1905,-6.8651,-28.6876,-37.7285,-38.6455,-24.965,5.4609,18.5975,20.4417,18.1828,13.7132,8.5941,3.5269,-0.9975,-6.0614,-8.3584,-12.5978,-13.7314,-8.8143,-0.7194
geo020s08a0119v01,0.945455,1.074455,129,p>a,3,ejective,labial,a,initial,s08,question,new,15.1255,17.3107,12.521,4.8631,-0.228,-7.8159,-12.043,-10.1478,-10.3942,-6.9115,-4.435,-6.5023,-9.8576,-10.1949,-2.9342,3.8759,12.3083,18.4683,12.8053,-5.5014,-19.9061,-12.3544,9.6959,-62.659,14.4596
geo020s08a0119v02,0.742065,0.871065,130,pa,3,pulmonic,labial,a,initial,s08,answer,new,-10.0329,-9.6292,-5.3467,-12.6262,-12.4648,0.0013,19.5523,25.9577,20.5815,5.6942,-9.8185,-21.0237,-27.2536,-20.7239,0.4528,25.0351,38.7833,36.5887,15.6721,-3.76,-22.8638,-34.1775,-31.5688,-13.0691,6.4419
geo020s08a0120v01,0.634487,0.763487,131,pa,3,pulmonic,labial,a,initial,s08,question,new,-2.57,13.266,20.2764,19.7722,17.0951,15.6709,9.4614,1.4022,-8.3334,-17.147,-21.5399,-18.4461,-18.7639,-12.0469,-6.0874,-2.7339,-0.6673,1.3618,7.8143,15.2425,21.8329,19.1582,11.7139,11.2516,12.2719
geo020s08a0120v02,0.57673,0.70573,132,pa,3,pulmonic,labial,a,initial,s08,answer,echo,-14.9526,0.8871,9.6032,11.8293,11.3819,9.1342,8.8906,2.6628,-1.6531,-6.2078,-8.6957,-9.8923,-10.5244,-13.0634,-13.6147,-12.8365,-7.1911,0.5312,8.0792,11.0257,9.0713,3.5613,-0.327,-1.5522,0.9287
geo020s08a0121v01,0.910726,1.039726,133,t>a,2,ejective,coronal,a,initial,s08,question,new,-2.3838,-5.0765,0.7795,7.1461,9.7127,8.9586,5.5062,1.7661,-1.6958,-3.881,-5.7692,-3.0149,2.7366,4.3587,4.9507,-1.5637,-7.8363,-10.443,-8.4477,2.5242,10.2008,5.8431,-7.4444,-15.3736,-3.3959
geo020s08a0127v01,0.835372,0.964372,137,po,2,pulmonic,labial,o,initial,s08,question,new,9.8762,26.8337,41.9997,46.5815,39.0068,26.0816,8.3507,-6.8336,-15.9898,-25.4777,-25.095,-18.8254,-12.2059,-3.5042,1.8741,6.6085,6.787,-33.0062,28.8382,40.3671,30.7096,6.9961,-8.7624,-13.2567,-5.797
geo020s08a0127v02,0.593643,0.722643,138,p>a,3,ejective,labial,a,initial,s08,answer,new,6.445,8.721,9.6028,8.2281,9.1627,11.3031,13.4183,13.8259,10.7006,5.8793,1.7933,-2.4915,-8.3588,-18.1029,-26.531,-20.2254,0.7415,6.9834,-1.1338,-0.2364,-1.3651,-13.7608,-34.6183,-41.1497,-31.2192
geo020s08a0128v01,0.710235,0.839235,139,p>a,3,ejective,labial,a,initial,s08,question,new,0.6261,1.8486,-3.121,-2.3231,-2.6471,2.3436,5.1736,4.5057,4.0538,2.0367,-2.0143,-4.7733,-2.092,0.4946,-0.6395,-3.1306,-14.4155,-18.3362,-9.3117,9.4069,25.7691,26.9812,15.0549,4.5417,-4.4622
geo020s08a0128v02,0.735396,0.864396,140,p>a,3,ejective,labial,a,initial,s08,answer,echo,-4.0404,16.3384,20.0396,17.1603,5.5134,-8.7027,-12.5617,-14.2092,-11.1403,-5.221,3.3185,12.6657,11.4286,8.4391,2.5035,-0.8893,-4.565,-6.1689,-4.8922,-5.7916,-3.7466,0.4979,5.6876,10.2773,11.3531
geo020s08a0129v01,1.108793,1.237793,141,t>a,3,ejective,coronal,a,initial,s08,question,new,4.442,2.7469,2.994,2.6563,0.1312,-1.5981,1.3792,-0.1637,-2.9466,-5.2984,-11.2634,-14.8954,-16.7296,-16.189,-13.7776,-6.6004,1.0516,7.2076,6.8094,7.0773,5.2119,4.4789,1.6467,-1.1512,-3.5905
geo020s08a0133v01,0.854538,0.983538,145,p>a,2,ejective,labial,a,initial,s08,question,new,-0.0535,-0.4296,-1.5016,-0.3355,4.2674,6.5811,8.6806,7.2825,0.9396,-2.2244,-59.9819,-6.3604,21.4259,27.8039,26.4856,15.1507,26.619,24.1965,10.5499,-3.2643,-11.8791,-15.178,-17.1627,-17.6209,-16.6455
geo020s08a0135v02,0.722043,0.851043,147,ke,2,pulmonic,velar,e,initial,s08,answer,new,-19.7801,-25.0691,-25.6087,-7.4132,18.2683,35.7313,32.9865,16.4906,-5.2116,-24.029,-36.6539,-37.0332,-24.2704,-11.7624,17.5023,42.4767,43.0829,31.7877,12.9636,-4.3428,-16.0685,-18.9174,-12.6722,-5.789,5.7167
geo020s08a0136v01,0.788193,0.917193,148,ke,2,pulmonic,velar,e,initial,s08,question,new,-2.7248,-5.443,-11.6665,-15.1545,-6.1078,11.268,20.4552,20.4102,17.1664,8.7878,-1.5472,-12.8809,-20.8992,-18.1662,-7.6323,3.0987,12.4905,11.308,2.6514,-2.4751,-6.5645,-9.6555,-6.5664,-1.3968,2.7233
geo020s08a0136v02,0.761612,0.890612,149,ke,2,pulmonic,velar,e,initial,s08,answer,echo,3.598,1.9394,-4.6826,-1.5348,-9.0378,2.2441,9.3069,13.2279,5.7998,4.4949,1.0641,-2.8708,-5.2053,-2.3751,-2.2202,0.8724,-3.2303,-3.9979,-3.5719,1.068,4.606,4.6883,2.927,0.4172,-1.0606
geo020s08a0137v01,0.76199,0.89099,150,p>a,3,ejective,labial,a,initial,s08,question,new,4.3134,-1.12,-8.0536,-9.1343,-7.904,-3.1118,1.3401,-1.5534,-3.8172,-7.4776,-7.7849,-9.3243,-3.7571,0.6556,4.1477,2.4359,0.996,4.3533,1.9197,2.0922,0.7459,4.1158,11.0586,10.7097,-69.2708
geo020s08a0139v01,0.91181,1.04081,154,t>e,2,ejective,coronal,e,initial,s08,question,new,-16.9645,-26.0385,-24.7398,-16.4051,-1.9042,6.552,11.7679,12.9136,11.3915,12.4499,11.3809,12.6007,10.6643,9.5459,6.1235,1.6219,-3.9019,-9.4415,-12.253,-15.4715,-16.1267,-15.7367,-11.2495,-6.5485,1.8572
geo020s08a0141v01,0.803768,0.932768,155,pa,2,pulmonic,labial,a,initial,s08,question,new,12.2877,6.2933,0.7512,-3.775,-2.8243,-142.6489,-11.6118,45.2572,56.8852,36.5914,21.2539,14.9405,-0.2532,0.7982,-6.1598,-17.5479,-19.1106,-18.4902,-14.2367,-8.1861,-7.4088,-19.3834,-21.0216,-3.9403,24.1724
geo020s08a0141v02,0.70204,0.83104,156,k>a,2,ejective,velar,a,initial,s08,answer,new,4.9872,-12.6582,-63.956,-51.0906,-17.2248,10.0114,33.4702,39.4694,20.5569,5.8862,-9.0624,-22.3106,-25.228,-12.0811,7.333,20.4719,18.8655,9.2679,1.2928,3.0607,11.2833,14.4337,9.0542,6.1941,-0.9612
geo020s08a0142v01,0.859975,0.988975,157,k>a,2,ejective,velar,a,initial,s08,question,new,-4.3869,-7.2787,-7.8421,-6.4345,-0.0724,2.9353,-1.3236,4.9182,5.5674,5.897,2.9474,5.5438,5.5622,4.9788,1.0877,3.0213,1.543,-2.5122,-1.3282,-1.2401,1.8457,-1.982,-1.4417,-9.5319,-11.4543
geo020s08a0142v02,0.724438,0.853438,158,k>a,2,ejective,velar,a,initial,s08,answer,echo,10.7474,11.6605,11.9747,7.3048,2.4314,-0.7221,-3.7167,-3.5838,-3.6509,-1.4282,-2.6048,-3.8716,-4.4163,-0.922,-1.8737,-3.3673,-6.028,-5.9016,-2.8806,-1.9141,2.3795,11.7193,20.3326,23.9976,18.9691
geo020s08a0143v02,0.750075,0.879075,159,k>a,3,ejective,velar,a,initial,s08,answer,new,-17.9612,-13.4796,1.7118,20.7786,33.4735,31.2083,19.5402,1.6163,-17.5385,-32.6422,-34.31,-17.3101,11.7607,36.3805,40.9301,28.043,3.3266,-17.5222,-26.3891,-22.5417,-9.6745,4.2089,11.3764,8.6738,4.6316
geo020s08a0144v01,0.773341,0.902341,160,k>a,3,ejective,velar,a,initial,s08,question,new,-8.3502,-8.8201,0.3072,16.0496,26.2063,27.2841,26.1904,19.818,10.8041,7.5374,12.937,24.9164,35.7506,32.5969,10.509,-39.5015,-102.9882,-172.3598,-211.9938,-149.1623,-39.0765,93.4022,168.6699,195.3858,198.1482
geo020s08a0144v02,0.671672,0.800672,161,k>a,3,ejective,velar,a,initial,s08,answer,echo,-9.7926,-4.0047,0.3288,-5.4432,-6.3748,-9.5906,-13.0843,-0.7402,2.7909,3.7715,2.2825,3.6971,0.8242,8.0867,9.5218,-6.1921,-12.2561,-14.3167,-18.1515,-26.1193,-23.1913,-4.016,24.8217,50.476,60.8692
geo020s08a0148v01,0.828741,0.957741,166,t>e,2,ejective,coronal,e,initial,s08,question,new,-3.6788,-13.1757,-14.0839,-13.8639,-6.3265,-2.4803,4.239,6.3343,2.916,-2.1169,-9.3518,-16.8017,-27.3614,-31.3207,-38.0272,-35.369,-131.2396,-28.4845,27.377,33.1136,37.2639,61.1624,79.1946,58.0205,45.8505
geo020s08a0148v02,0.720637,0.849637,167,t>e,2,ejective,coronal,e,initial,s08,answer,echo,1.3714,2.7214,6.9391,6.8909,0.2022,1.8067,-1.2439,-3.1744,-7.1558,-14.998,-8.328,-5.3075,-4.0864,-3.7945,-1.9753,2.9495,3.2517,3.513,5.0136,5.3253,5.6766,5.8233,4.4622,1.4001,-1.5976
geo020s08a0149v01,0.893297,1.022297,168,t>a,2,ejective,coronal,a,initial,s08,question,new,15.1304,8.3901,-1.7556,-18.9644,-36.7552,-40.7211,-26.6131,3.2633,30.0286,43.279,38.5003,16.2461,-10.7835,-26.6979,-29.0036,-16.6635,0.6787,12.3395,13.7504,13.2764,11.3962,6.6834,4.0239,1.7203,1.254
geo020s08a0153v02,0.738249,0.867249,172,k>a,3,ejective,velar,a,initial,s08,answer,new,-29.4557,-29.3783,-31.9422,-20.3591,-8.8094,7.8846,11.3884,4.4785,-2.5116,-4.9508,-5.8827,-2.5916,2.7571,6.9268,2.8937,0.6732,-6.5147,-3.4224,4.2444,11.6652,10.4682,1.8442,-6.3047,-11.766,-18.7787
geo020s08a0154v01,0.73493,0.86393,173,k>a,3,ejective,velar,a,initial,s08,question,new,-29.5042,-29.5778,-26.4506,-18.7939,-12.4628,-7.6673,-8.8134,-4.3611,6.2873,15.0671,13.4694,7.2858,18.3903,39.4489,41.5598,27.5403,7.222,-1.4402,-0.902,-7.0744,-20.0459,-28.4517,-20.3461,-5.6929,9.7869
geo020s08a0154v02,0.669267,0.798267,174,k>a,3,ejective,velar,a,initial,s08,answer,echo,-0.0837,8.5678,8.4269,6.96,3.2911,0.4717,-0.8157,0.7764,4.6254,9.0219,10.6108,9.2041,5.3866,1.2697,0.144,-4.7558,-5.6039,-4.7997,-3.8665,-1.8403,2.1888,4.3361,6.5368,9.4827,3.577
geo020s08a0155v02,0.719584,0.848584,175,k>a,3,ejective,velar,a,initial,s08,answer,new,10.5792,11.8051,19.4326,22.0696,18.842,17.0578,6.96,-4.0998,-10.0547,-15.273,-16.2909,-13.2741,-11.815,-11.7071,-12.3895,-11.601,-7.372,0.0938,13.7887,22.0128,20.9558,10.8162,3.6564,-50.427,34.3459
geo020s08a0156v01,0.852039,0.981039,176,k>a,3,ejective,velar,a,initial,s08,question,new,-4.4197,4.4339,8.2269,9.0855,5.1045,-3.7941,-10.3676,-11.3427,-9.9206,-4.6345,-0.9687,4.2803,3.8219,2.8551,3.2567,5.262,11.5337,13.325,0.1619,-9.5931,-10.1345,-14.7565,-6.4733,1.8735,3.9941
geo020s08a0156v02,0.641276,0.770276,177,k>a,3,ejective,velar,a,initial,s08,answer,echo,-10.6905,-15.2322,-9.602,-6.1735,-9.3642,8.4391,16.6188,14.853,12.6883,7.5892,12.6736,7.1407,-0.1238,-9.647,-21.7685,-31.3044,-32.3133,-25.452,-19.791,-15.4528,-6.2313,2.5987,11.0606,13.8054,13.7988
geo020s08a0157v01,0.60005,0.72905,178,po,3,pulmonic,labial,o,initial,s08,question,new,-2.4047,-0.9399,4.03,6.6863,10.7832,14.537,16.8462,14.258,8.896,1.2736,-2.9327,-5.7388,-7.187,-9.0042,-14.9238,-21.2442,-21.4624,-15.0016,-7.8725,1.0613,4.6324,4.978,9.7454,14.2735,16.6753
geo020s08a0158v01,0.947753,1.076753,179,p>a,2,ejective,labial,a,initial,s08,question,new,53.0477,20.4305,-37.3421,-55.6665,-40.2814,-16.065,-4.7152,-1.5246,-7.6768,-7.6826,-10.5573,-1.9001,2.4324,6.5468,12.901,21.6486,23.9062,27.4788,30.5718,30.0053,17.7759,11.0673,7.3911,-2.4834,-7.1848
geo020s08a0158v02,0.708704,0.837704,180,p>a,2,ejective,labial,a,initial,s08,answer,echo,18.7951,3.7953,-14.6449,-25.5363,-56.2689,-86.2973,-71.0436,-28.7238,10.4192,33.9898,28.7666,23.0585,18.1843,30.7821,11.4918,0.101,-12.914,18.2408,18.8237,10.7752,-14.8768,-15.2822,-10.9062,-6.6729,-1.5469
geo020s08a0159v01,1.060446,1.189446,181,t>i,3,ejective,coronal,i,initial,s08,question,new,14.562,0.3519,-26.6699,-46.2043,-44.6461,-15.1797,26.7968,50.0869,46.602,28.5259,5.8504,-10.0925,-16.7237,-14.7826,-8.9282,-2.7524,3.4379,3.7102,-1.9817,-4.7905,-4.3517,-3.6713,-5.0476,-11.0045,-12.6484
geo020s08a0161v02,0.764235,0.893235,182,k>e,2,ejective,velar,e,initial,s08,answer,new,-11.4495,-7.8895,-4.7482,-4.8722,-7.6388,-9.0736,-2.0704,0.9331,2.8542,4.0292,5.2296,3.1287,1.7597,0.9323,1.9633,1.6425,0.853,-3.0519,-1.662,-0.8342,-2.4321,1.1838,9.5122,13.2115,4.9502
geo020s08a0162v01,0.992887,1.121887,183,k>e,2,ejective,velar,e,initial,s08,question,new,21.9111,41.5265,71.9472,80.4969,54.9278,12.7735,-32.9661,-61.632,-70.2289,-54.612,-21.9809,11.6022,3.1355,19.1454,22.7186,11.6333,-18.2306,-36.8013,-26.8115,-6.7347,0.6036,-3.2505,-8.7601,-37.2348,-9.7235
geo020s08a0162v02,0.651143,0.780143,184,k>e,2,ejective,velar,e,initial,s08,answer,echo,-2.1965,-3.9913,0.6341,2.6296,-20.0957,-12.976,-5.4676,2.3323,3.808,7.2813,8.7775,3.7022,-1.2717,-5.0538,-9.7197,3.8871,9.3562,8.5408,4.9616,2.567,0.6117,3.6207,3.837,3.5399,6.439
geo020s08a0163v01,0.895254,1.024254,185,p>i,3,ejective,labial,i,initial,s08,question,new,7.0622,4.095,-8.7706,-22.7607,-21.3738,-3.8873,16.4481,28.1977,27.7729,15.3037,-3.0131,-25.2302,-40.7242,-38.1902,-19.2714,5.8325,23.3316,23.6722,12.4659,-5.4033,-21.7111,-25.6902,-21.234,-13.6398,-1.8721
geo020s08a0167v01,0.962426,1.091426,186,k>a,3,ejective,velar,a,initial,s08,question,new,2.6198,1.787,-0.6481,-6.8322,-2.7524,2.2005,12.575,13.1465,8.7056,1.4428,-2.1114,-5.5025,-0.6632,2.7302,1.8474,-2.6721,-3.3426,-6.4826,-7.0323,-5.5672,0.7343,0.3945,-0.6387,-3.2752,-0.215
geo020s08a0174v01,0.891778,1.020778,194,k>a,3,ejective,velar,a,initial,s08,question,new,-1.9401,-1.9143,-12.1387,-17.0064,-5.571,15.3374,26.075,22.1185,13.9258,-3.036,-18.1499,-22.6736,-20.9888,-12.8561,0.3597,12.0261,19.213,18.4611,12.6388,7.7902,-0.4461,-5.0803,-8.756,-9.5268,-9.0084
geo020s08a0174v02,0.556073,0.685073,195,k>a,3,ejective,velar,a,initial,s08,answer,echo,15.0922,9.5693,2.6171,-4.8473,-11.9954,-14.6386,-14.7346,-14.2858,-13.9647,-13.9755,-12.7691,-6.5966,-7.8705,-15.2631,-12.558,12.1159,30.042,28.8414,16.01,8.1394,-5.6744,-17.0467,-17.278,-7.8622,3.149
geo020s08a0175v01,0.635822,0.764822,196,t>e,3,ejective,coronal,e,initial,s08,question,new,4.6481,-2.5077,-8.3392,-6.7433,2.025,8.758,7.7723,7.643,8.1147,-5.1888,4.6305,7.8397,16.7246,37.2402,25.9901,4.1979,-21.4302,-37.7448,-40.6036,-47.6477,-45.4634,-52.4428,-47.9928,-36.6454,-18.8233
geo020s08a0181v01,0.753526,0.882526,200,t>a,2,ejective,coronal,a,initial,s08,question,new,40.4003,29.1716,5.4409,-20.8028,-39.0249,-41.0879,-33.7707,-19.7755,-10.3264,-8.3169,-2.6835,1.9464,12.1877,20.7833,22.8392,16.2625,5.2823,-0.9677,-1.3681,0.1614,-1.476,-0.3333,-3.6329,-4.8771,-7.7781
geo020s08a0181v02,0.793745,0.922745,201,k>a,2,ejective,velar,a,initial,s08,answer,new,8.4792,14.9929,2.4391,-2.6107,-7.608,-13.1776,-21.673,-13.0647,-5.8485,-16.6113,-13.9184,-3.0043,2.0149,2.5198,6.2502,8.363,13.3566,13.104,8.1052,8.1817,4.852,-17.3911,-27.252,-23.4336,-5.2191
geo020s08a0182v01,0.858625,0.987625,202,k>a,2,ejective,velar,a,initial,s08,question,new,-16.1281,-21.2004,-5.2704,1.307,5.5013,3.3102,-3.051,-2.6848,-2.1549,-0.6518,-6.8691,-7.9282,-9.5955,-7.238,-1.6069,2.196,6.0827,8.0657,9.4332,9.3581,3.4948,-0.2309,-2.0679,-2.5563,-2.992
geo020s08a0182v02,0.774031,0.903031,203,k>a,2,ejective,velar,a,initial,s08,answer,echo,32.5481,35.2374,35.7585,31.7116,12.1028,-9.1477,-15.7068,3.0952,13.7104,6.4134,-1.681,-11.0408,-18.2296,-23.0781,-25.0822,-12.5086,9.7297,27.4103,26.4161,16.1976,-0.7082,-10.8145,-17.1518,-19.0221,-19.0791
