#file onset_f offset_f onset_v offset_v item sequence syllables type place vowel position speaker question new bad_vot constriction vowelduration check_vowel good_vot 
geo020s08a0128v02 0.735396 0.864396 0.702673 0.874722 1_5223 p>a 3 ejective labial a initial s08 answer echo 24.77 55.30 116.75 a 20.90 
geo020s08a0128v02 0.912695 1.041695 0.874722 1.072345 2_3482 t>a 3 ejective coronal a medial s08 answer echo 57.65 59.82 137.80 a 49.45 
geo020s08a0129v01 1.108793 1.237793 1.060093 1.264336 1_792 t>a 3 ejective coronal a initial s08 question new 45.45 71.76 132.49 a 20.61 
geo020s08a0133v01 0.854538 0.983538 0.795091 1.001877 1_7347 p>a 2 ejective labial a initial s08 question new 72.00 82.13 124.65 a 17.64 
geo020s08a0135v02 0.722043 0.851043 0.676553 0.898096 1_3145 ke 2 pulmonic velar e initial s08 answer new 72.00 65.49 156.05 e 93.61 
geo020s08a0136v01 0.788193 0.917193 0.730107 0.952324 1_2299 ke 2 pulmonic velar e initial s08 question new 72.00 78.09 144.13 e 81.23 
geo020s08a0136v02 0.761612 0.890612 0.724909 0.940969 1_3391 ke 2 pulmonic velar e initial s08 answer echo 72.00 56.70 159.36 e 95.71 
geo020s08a0137v01 0.761990 0.890990 0.711285 0.901406 1_3332 p>a 3 ejective labial a initial s08 question new 33.07 72.48 117.64 a 22.72 
geo020s08a0137v01 0.942652 1.071652 0.901406 1.078564 2_2505 k>e 3 ejective velar e medial s08 question new 52.68 63.23 113.92 e 35.63 
geo020s08a0137v01 1.123146 1.252146 1.078564 1.264364 3_7407 t>i 3 ejective coronal i medial s08 question new 121.22 67.36 118.44 i 21.05 
geo020s08a0139v01 0.911810 1.040810 0.831256 1.062159 1_6085 t>e 2 ejective coronal e initial s08 question new 66.93 104.01 126.89 e 30.05 
geo020s08a0141v01 0.803768 0.932768 0.755768 0.961358 1_4657 pa 2 pulmonic labial a initial s08 question new 66.93 68.00 137.59 a 65.45 
geo020s08a0141v02 0.702040 0.831040 0.672071 0.845729 1_4722 k>a 2 ejective velar a initial s08 answer new 62.35 51.92 121.74 a 50.58 
geo020s08a0142v01 0.859975 0.988975 0.831988 0.984848 1_4328 k>a 2 ejective velar a initial s08 question new 48.88 49.70 103.16 a 21.53 
geo020s08a0142v02 0.724438 0.853438 0.699870 0.866682 1_645 k>a 2 ejective velar a initial s08 answer echo 43.67 47.69 119.12 a 29.32 
geo020s08a0143v02 0.750075 0.879075 0.714437 0.936686 1_8554 k>a 3 ejective velar a initial s08 answer new 62.34 58.23 164.02 a 20.11 
geo020s08a0144v01 0.773341 0.902341 0.723942 0.938617 1_1249 k>a 3 ejective velar a initial s08 question new 63.43 71.00 143.67 a 53.84 
geo020s08a0144v02 0.671672 0.800672 0.644239 0.830927 1_9047 k>a 3 ejective velar a initial s08 answer echo 52.37 50.92 135.76 a 19.67 
geo020s08a0145v01 1.046851 1.175851 0.988001 1.160535 2_6307 t>i 3 ejective coronal i medial s08 question new 19.90 94.82 77.72 i 14.08 
geo020s08a0145v01 1.160339 1.289339 1.160535 1.335606 3_5829 k>a 3 ejective velar a medial s08 question new 79.29 63.47 111.60 a 57.20 
geo020s08a0145v02 1.084034 1.213034 1.031884 1.246383 2_5350 k>a 2 ejective velar a medial s08 answer new 35.30 73.75 140.74 a 26.55 
geo020s08a0146v01 1.402631 1.531631 1.357234 1.531519 2_202 k>a 2 ejective velar a medial s08 question new 108.89 66.77 107.51 a 42.05 
geo020s08a0146v02 1.005386 1.134386 0.971915 1.182750 2_5969 k>a 2 ejective velar a medial s08 answer echo 58.36 55.54 155.29 a 23.94 
geo020s08a0148v01 0.828741 0.957741 0.775695 0.948630 1_7173 t>e 2 ejective coronal e initial s08 question new 99.89 75.63 97.30 e 18.24 
geo020s08a0148v02 0.720637 0.849637 0.670144 0.850289 1_2559 t>e 2 ejective coronal e initial s08 answer echo 109.65 75.38 104.76 e 49.47 
geo020s08a0149v01 0.893297 1.022297 0.832196 1.076016 1_9133 t>a 2 ejective coronal a initial s08 question new 49.24 84.75 159.07 a 15.01 
geo020s08a0153v02 0.738249 0.867249 0.703959 0.901628 1_1319 k>a 3 ejective velar a initial s08 answer new 80.22 55.77 141.90 a 60.72 
geo020s08a0153v02 0.955136 1.084136 0.901628 1.127705 2_8000 k>a 3 ejective velar a medial s08 answer new 68.91 74.35 151.72 a 48.28 
geo020s08a0154v01 0.734930 0.863930 0.706166 0.875638 1_1395 k>a 3 ejective velar a initial s08 question new 42.47 48.76 120.71 a 22.43 
geo020s08a0154v01 0.915219 1.044219 0.875638 1.045225 2_3254 k>a 3 ejective velar a medial s08 question new 40.91 60.21 109.37 a 30.93 
geo020s08a0154v02 0.669267 0.798267 0.637109 0.827015 1_3217 k>a 3 ejective velar a initial s08 answer echo 76.00 53.93 135.97 a 60.52 
geo020s08a0154v02 0.874161 1.003161 0.827015 1.021238 2_8985 k>a 3 ejective velar a medial s08 answer echo 58.11 68.11 126.11 a 33.53 
geo020s08a0155v02 0.719584 0.848584 0.682136 0.870754 1_6331 k>a 3 ejective velar a initial s08 answer new 76.54 59.21 129.41 a 49.50 
geo020s08a0156v01 0.852039 0.981039 0.805313 0.995239 1_4074 k>a 3 ejective velar a initial s08 question new 59.32 67.79 122.13 a 27.24 
geo020s08a0156v02 0.641276 0.770276 0.608070 0.757918 1_4235 k>a 3 ejective velar a initial s08 answer echo 33.07 55.45 94.40 a 29.60 
geo020s08a0157v01 0.600050 0.729050 0.535545 0.752339 1_9075 po 3 pulmonic labial o initial s08 question new 33.07 84.50 132.29 o 66.94 
geo020s08a0158v01 0.947753 1.076753 0.906540 1.085538 1_5393 p>a 2 ejective labial a initial s08 question new 59.25 63.56 115.44 a 14.47 
geo020s08a0158v02 0.708704 0.837704 0.656856 0.877830 1_9723 p>a 2 ejective labial a initial s08 answer echo 80.58 73.91 147.06 a 63.60 
geo020s08a0159v01 1.060446 1.189446 1.000743 1.205779 1_9516 t>i 3 ejective coronal i initial s08 question new 62.50 81.67 123.37 i 25.40 
geo020s08a0159v01 1.247486 1.376486 1.205779 1.383310 2_6849 t>u 3 ejective coronal u medial s08 question new 28.55 65.87 111.66 u 16.72 
geo020s08a0161v02 0.764235 0.893235 0.737178 0.889621 1_5400 k>e 2 ejective velar e initial s08 answer new 62.41 47.88 104.56 e 55.06 
geo020s08a0162v01 0.992887 1.121887 0.953539 1.127397 1_6146 k>e 2 ejective velar e initial s08 question new 51.23 59.78 114.08 e 19.73 
geo020s08a0162v02 0.651143 0.780143 0.631489 0.785292 1_9588 k>e 2 ejective velar e initial s08 answer echo 61.55 44.26 109.55 e 48.66 
geo020s08a0163v01 0.895254 1.024254 0.841996 1.011676 1_1162 p>i 3 ejective labial i initial s08 question new 38.40 74.21 95.47 i 16.38 
geo020s08a0163v01 1.226969 1.355969 1.175667 1.360873 3_5717 t>i 3 ejective coronal i medial s08 question new 113.90 73.38 111.83 i 30.26 
geo020s08a0167v01 0.962426 1.091426 0.921898 1.108056 1_3214 k>a 3 ejective velar a initial s08 question new 40.04 62.05 124.11 a 34.05 
geo020s08a0167v01 1.148666 1.277666 1.108056 1.282431 2_1946 k>a 3 ejective velar a medial s08 question new 31.63 61.41 112.97 a 16.60 
geo020s08a0169v02 0.865513 0.994513 0.801719 1.001719 2_6276 t>a 3 ejective coronal a medial s08 answer new 45.34 83.79 116.21 a 23.88 
geo020s08a0170v01 0.977166 1.106166 0.929510 1.113280 2_1928 t>a 3 ejective coronal a medial s08 question new 49.49 70.75 113.02 a 12.91 
geo020s08a0170v02 0.866183 0.995183 0.813962 1.007821 2_718 t>a 3 ejective coronal a medial s08 answer echo 46.82 74.41 119.45 a 13.40 
geo020s08a0173v02 0.645867 0.774867 0.665867 0.863989 1_7387 k>a 3 ejective velar a initial s08 answer new 61.45 61.03 137.09 a 121.61 
geo020s08a0173v02 0.913102 1.042102 0.863989 1.052675 2_9600 k>a 3 ejective velar a medial s08 answer new 75.51 69.11 119.57 a 13.74 
geo020s08a0174v01 0.891778 1.020778 0.843716 1.028588 1_8787 k>a 3 ejective velar a initial s08 question new 34.57 71.17 113.70 a 24.69 
geo020s08a0174v01 1.069205 1.198205 1.028588 1.168990 2_3268 k>a 3 ejective velar a medial s08 question new 79.78 62.19 78.21 a 19.52 
geo020s08a0174v02 0.556073 0.685073 0.520595 0.710926 1_792 k>a 3 ejective velar a initial s08 answer echo 41.29 57.26 133.07 a 14.16 
geo020s08a0174v02 0.751011 0.880011 0.710926 0.903471 2_5098 k>a 3 ejective velar a medial s08 answer echo 60.85 62.60 129.94 a 41.28 
geo020s08a0175v01 0.635822 0.764822 0.595767 0.811490 1_8540 t>e 3 ejective coronal e initial s08 question new 60.51 62.88 152.84 e 26.91 
geo020s08a0179v02 0.899134 1.028134 0.837359 1.062917 2_3864 p>i 2 ejective labial i medial s08 answer new 143.78 83.04 142.52 i 30.63 
geo020s08a0180v01 1.073738 1.202738 1.012978 1.159434 2_3387 p>i 2 ejective labial i medial s08 question new 65.70 81.86 64.60 i 22.84 
geo020s08a0180v02 0.864207 0.993207 0.805312 0.996323 2_748 p>i 2 ejective labial i medial s08 answer echo 36.84 80.89 110.13 i 27.16 
geo020s08a0181v01 0.753526 0.882526 0.709302 0.874414 1_3240 t>a 2 ejective coronal a initial s08 question new 59.40 66.65 98.46 a 31.52 
geo020s08a0181v02 0.793745 0.922745 0.743534 0.964109 1_3453 k>a 2 ejective velar a initial s08 answer new 93.91 70.89 149.68 a 48.64 
geo020s08a0182v01 0.858625 0.987625 0.824202 1.036832 1_1790 k>a 2 ejective velar a initial s08 question new 74.36 56.01 156.62 a 17.68 
geo020s08a0182v02 0.774031 0.903031 0.693114 0.927876 1_9745 k>a 2 ejective velar a initial s08 answer echo 70.68 102.67 132.09 a 40.75 
geo020s08a0183v02 0.715163 0.844163 0.653885 0.855101 1_2963 t>e 2 ejective coronal e initial s08 answer new 44.85 82.84 118.37 e 36.07 
geo020s08a0184v01 0.763090 0.892090 0.707643 0.878858 1_2424 t>e 2 ejective coronal e initial s08 question new 49.38 78.40 92.81 e 19.33 
geo020s08a0184v02 0.539460 0.668460 0.500712 0.661158 1_5429 t>e 2 ejective coronal e initial s08 answer echo 47.31 61.40 99.04 e 20.52 
geo020s08a0189v01 0.861579 0.990579 0.804431 1.026723 1_88 ko 3 pulmonic velar o initial s08 question new 47.31 77.15 145.14 o 81.33 
geo020s08a0189v02 0.678481 0.807481 0.623537 0.831325 1_8223 t>o 2 ejective coronal o initial s08 answer new 67.95 77.53 130.25 o 31.31 
geo020s08a0190v01 0.699172 0.828172 0.645993 0.830691 1_716 t>o 2 ejective coronal o initial s08 question new 56.30 76.29 108.41 o 15.46 
geo020s08a0190v02 0.676095 0.805095 0.624540 0.805996 1_4964 t>o 2 ejective coronal o initial s08 answer echo 49.88 73.42 108.03 o 16.99 
geo020s08a0191v02 0.684163 0.813163 0.635949 0.835588 1_5103 p>a 2 ejective labial a initial s08 answer new 98.53 70.14 129.50 a 69.03 
geo020s08a0191v02 0.910363 1.039363 0.835588 1.074795 2_5304 pi 2 pulmonic labial i medial s08 answer new 98.53 94.77 144.43 i 82.18 
geo020s08a0192v01 0.785025 0.914025 0.737476 0.920889 1_3411 p>a 2 ejective labial a initial s08 question new 56.94 70.36 113.05 a 16.64 
geo020s08a0192v01 0.985559 1.114559 0.920889 1.091675 2_8265 pi 2 pulmonic labial i medial s08 question new 56.94 84.67 86.12 i 56.31 
geo020s08a0192v02 0.610209 0.739209 0.558224 0.745204 1_7843 p>a 2 ejective labial a initial s08 answer echo 56.76 75.00 111.98 a 46.80 
geo020s08a0192v02 0.810944 0.939944 0.745204 0.961605 2_6166 pi 2 pulmonic labial i medial s08 answer echo 56.76 85.74 130.66 i 57.51 
geo020s08a0193v01 1.171151 1.300151 1.122227 1.292176 3_8763 t>i 3 ejective coronal i medial s08 question new 101.02 86.58 83.37 i 17.53 
geo020s08a0193v02 0.642846 0.771846 0.589835 0.775866 1_6919 p>a 3 ejective labial a initial s08 answer new 62.27 75.10 110.93 a 35.20 
geo020s08a0193v02 0.817207 0.946207 0.775866 0.968964 2_3058 t>a 3 ejective coronal a medial s08 answer new 37.56 62.42 130.67 a 15.40 
geo020s08a0194v01 0.702436 0.831436 0.658023 0.818327 1_8880 p>a 3 ejective labial a initial s08 question new 26.98 80.32 79.98 a 12.09 
geo020s08a0194v01 0.866925 0.995925 0.818327 1.005606 2_8242 t>a 3 ejective coronal a medial s08 question new 42.73 71.84 115.43 a 12.30 
geo020s08a0194v02 0.627809 0.756809 0.592133 0.749292 1_3137 p>a 3 ejective labial a initial s08 answer echo 39.55 57.32 99.83 a 13.67 
geo020s08a0194v02 0.790704 0.919704 0.749292 0.915746 2_2520 t>a 3 ejective coronal a medial s08 answer echo 55.50 63.86 102.60 a 47.97 
geo020s08a0195v01 0.858319 0.987319 0.802481 0.999470 1_1021 t>a 3 ejective coronal a initial s08 question new 59.68 76.94 120.05 a 15.08 
geo020s08a0195v01 1.212190 1.341190 1.176481 1.340280 3_5306 k>a 3 ejective velar a medial s08 question new 108.09 58.47 105.33 a 40.85 
geo020s08a0197v01 0.903041 1.032041 0.847269 1.043110 1_6646 p>a 3 ejective labial a initial s08 question new 36.11 78.48 117.36 a 23.36 
geo020s08a0197v01 1.284476 1.413476 1.253529 1.385299 3_7790 t>i 3 ejective coronal i medial s08 question new 80.82 53.74 78.03 i 22.17 
geo020s08a0197v02 0.821938 0.950938 0.762458 1.008466 1_666 p>i 2 ejective labial i initial s08 answer new 79.58 80.91 165.10 i 65.32 
geo020s08a0198v01 0.901358 1.030358 0.855140 1.032742 1_6909 p>i 2 ejective labial i initial s08 question new 60.57 69.04 108.56 i 34.11 
geo020s08a0198v02 0.705406 0.834406 0.645420 0.855222 1_6154 p>i 2 ejective labial i initial s08 answer echo 50.61 82.34 127.46 i 27.51 
geo020s08a0199v02 0.702376 0.831376 0.667028 0.836280 1_5048 k>a 2 ejective velar a initial s08 answer new 62.04 56.30 112.95 a 44.47 
geo020s08a0199v02 0.903515 1.032515 0.836280 1.052374 2_8539 t>a 2 ejective coronal a medial s08 answer new 29.10 90.06 126.03 a 17.44 
geo020s08a0200v01 0.745395 0.874395 0.706608 0.875778 1_49 k>a 2 ejective velar a initial s08 question new 44.77 61.02 108.15 a 15.61 
geo020s08a0200v01 0.922008 1.051008 0.875778 1.034523 2_496 t>a 2 ejective coronal a medial s08 question new 92.52 67.65 91.10 a 23.09 
geo020s08a0200v02 0.635973 0.764973 0.606436 0.762376 1_3536 k>a 2 ejective velar a initial s08 answer echo 64.74 50.99 104.94 a 22.20 
geo020s08a0200v02 0.822467 0.951467 0.762376 0.964521 2_1727 t>a 2 ejective coronal a medial s08 answer echo 33.27 82.74 119.41 a 14.75 
geo020s08a0201v01 0.835774 0.964774 0.782428 0.980646 1_440 p>a 3 ejective labial a initial s08 question new 55.60 75.20 123.02 a 12.22 
geo020s08a0202v01 0.737522 0.866522 0.696812 0.875317 1_5404 k>e 3 ejective velar e initial s08 question new 64.76 61.38 117.13 e 19.70 
geo020s08a0202v02 0.590828 0.719828 0.562744 0.709782 1_7535 k>e 3 ejective velar e initial s08 answer echo 26.12 50.01 97.03 e 17.94 
geo020s08a0203v01 0.737069 0.866069 0.693165 0.881949 1_3803 p>a 2 ejective labial a initial s08 question new 35.68 65.27 123.52 a 16.98 
geo020s08a0205v02 0.828507 0.957507 0.765094 0.973654 1_6478 k>e 2 ejective velar e initial s08 answer new 78.40 84.97 123.59 e 69.29 
geo020s08a0206v01 0.913288 1.042288 0.860094 1.031244 1_892 k>e 2 ejective velar e initial s08 question new 41.35 75.81 95.34 e 19.21 
geo020s08a0206v02 0.676683 0.805683 0.620724 0.802975 1_7778 k>e 2 ejective velar e initial s08 answer echo 53.08 76.64 105.61 e 43.16 
geo020s08a0207v02 0.719679 0.848679 0.657117 0.857644 1_1924 po 2 pulmonic labial o initial s08 answer new 53.08 82.56 117.96 o 55.52 
geo020s08a0208v01 1.007967 1.136967 0.948874 1.131280 1_7799 po 2 pulmonic labial o initial s08 question new 53.08 79.09 103.31 o 51.66 
geo020s08a0208v02 0.591031 0.720031 0.499182 0.726709 1_8862 po 2 pulmonic labial o initial s08 answer echo 53.08 111.85 115.68 o 58.70 
geo020s08a0209v01 0.672369 0.801369 0.634622 0.809213 1_7008 k>a 3 ejective velar a initial s08 question new 48.81 58.73 115.86 a 26.38 
geo020s08a0209v01 0.865302 0.994302 0.809213 0.982052 2_354 p>e 3 ejective labial e medial s08 question new 59.95 77.53 95.31 e 13.88 
geo020s08a0211v01 0.825670 0.954670 0.797247 0.951319 1_1881 k>a 3 ejective velar a initial s08 question new 51.03 48.94 105.13 a 23.34 
geo020s08a0213v01 1.202178 1.331178 1.152514 1.299251 2_5404 p>i 3 ejective labial i medial s08 question new 77.07 71.31 75.43 i 26.98 
geo020s08a0213v01 1.352729 1.481729 1.299251 1.471681 3_1938 t>o 3 ejective coronal o medial s08 question new 98.95 75.36 97.07 o 15.01 
geo020s08a0215v01 0.784613 0.913613 0.740317 0.927306 1_2125 p>a 3 ejective labial a initial s08 question new 42.66 66.74 120.25 a 8.56 
geo020s08a0215v01 0.974094 1.103094 0.927306 1.071391 2_7156 t>e 3 ejective coronal e medial s08 question new 18.59 69.27 74.82 e 11.78 
geo020s08a0215v02 0.708727 0.837727 0.657218 0.858613 1_4702 to 2 pulmonic coronal o initial s08 answer new 18.59 71.51 129.89 o 76.45 
geo020s08a0215v02 0.907631 1.036631 0.858613 1.068468 2_156 k>i 2 ejective velar i medial s08 answer new 56.51 70.20 139.66 i 50.98 
geo020s08a0216v01 0.629980 0.758980 0.597874 0.746981 1_3941 to 2 pulmonic coronal o initial s08 question new 56.51 52.11 97.00 o 33.46 
geo020s08a0216v01 0.776419 0.905419 0.746981 0.848710 2_5666 k>i 2 ejective velar i medial s08 question new 52.29 50.39 51.34 i 3.84 
geo020s08a0216v02 0.487484 0.616484 0.444954 0.618323 1_5598 to 2 pulmonic coronal o initial s08 answer echo 52.29 62.53 110.84 o 49.02 
geo020s08a0216v02 0.651177 0.780177 0.618323 0.748048 2_9794 k>i 2 ejective velar i medial s08 answer echo 31.05 54.07 75.66 i 15.66 
geo020s08a0217v01 0.847427 0.976427 0.797378 0.986752 1_8004 pa 2 pulmonic labial a initial s08 question new 31.05 70.05 119.32 a 53.79 
geo020s08a0217v01 1.052811 1.181811 0.986752 1.184082 2_7541 pa 2 pulmonic labial a medial s08 question new 31.05 86.06 111.27 a 29.05 
geo020s08a0219v01 0.881031 1.010031 0.811493 1.035365 1_2669 pa 2 pulmonic labial a initial s08 question new 31.05 89.54 134.33 a 84.59 
geo020s08a0219v01 1.104219 1.233219 1.035365 1.253451 2_9541 pa 2 pulmonic labial a medial s08 question new 31.05 88.85 129.23 a 40.02 
geo020s08a0219v02 0.630462 0.759462 0.588347 0.785042 1_7524 t>a 3 ejective coronal a initial s08 answer new 54.81 64.69 132.00 a 15.08 
geo020s08a0220v01 0.867637 0.996637 0.826651 1.013143 1_3130 t>a 3 ejective coronal a initial s08 question new 54.76 62.03 124.46 a 18.52 
geo020s08a0220v02 0.682146 0.811146 0.645921 0.826029 1_6701 t>a 3 ejective coronal a initial s08 answer echo 55.55 58.22 121.88 a 29.73 
geo020s08a0221v01 0.946103 1.075103 0.901312 1.064499 2_6824 t>i 3 ejective coronal i medial s08 question new 34.72 67.10 96.09 i 15.37 
geo020s08a0221v02 0.726257 0.855257 0.679503 0.858099 1_7740 p>a 3 ejective labial a initial s08 answer new 59.78 68.76 109.84 a 15.13 
geo020s08a0221v02 1.090918 1.219918 1.045200 1.217881 3_4756 ki 3 pulmonic velar i medial s08 answer new 59.78 65.72 106.96 i 67.31 
geo020s08a0222v01 0.799608 0.928608 0.750337 0.924253 1_6516 p>a 3 ejective labial a initial s08 question new 53.24 69.45 104.46 a 12.45 
geo020s08a0222v01 1.143182 1.272182 1.096152 1.244180 3_4578 ki 3 pulmonic velar i medial s08 question new 53.24 67.03 81.00 i 28.02 
geo020s08a0222v02 0.706978 0.835978 0.661173 0.824069 1_6668 p>a 3 ejective labial a initial s08 answer echo 50.40 65.81 97.09 a 9.74 
geo020s08a0222v02 1.050977 1.179977 1.003408 1.206045 3_8230 ki 3 pulmonic velar i medial s08 answer echo 50.40 67.57 135.07 i 49.94 
geo020s08a0223v02 0.951139 1.080139 0.897310 1.084641 1_6907 p>e 2 ejective labial e initial s08 answer new 36.53 73.83 113.50 e 15.46 
geo020s08a0224v01 0.915269 1.044269 0.864089 1.030508 1_1840 p>e 2 ejective labial e initial s08 question new 35.75 71.18 95.24 e 10.48 
geo020s08a0224v02 0.756871 0.885871 0.706116 0.875857 1_657 p>e 2 ejective labial e initial s08 answer echo 44.10 70.76 98.99 e 25.21 
geo020s08a0225v02 0.615501 0.744501 0.574650 0.759674 1_6147 k>e 3 ejective velar e initial s08 answer new 33.91 60.85 124.17 e 21.06 
geo020s08a0225v02 0.949384 1.078384 0.907073 1.055248 3_4493 t>i 3 ejective coronal i medial s08 answer new 34.08 62.31 85.86 i 20.53 
geo020s08a0226v01 0.849268 0.978268 0.812492 0.991223 1_3870 k>e 3 ejective velar e initial s08 question new 39.11 56.78 121.95 e 20.86 
geo020s08a0226v01 1.143071 1.272071 1.110450 1.243262 3_1732 t>i 3 ejective coronal i medial s08 question new 80.19 52.62 80.19 i 19.43 
geo020s08a0226v02 0.685975 0.814975 0.645687 0.841228 1_8608 k>e 3 ejective velar e initial s08 answer echo 55.22 60.29 135.25 e 43.35 
geo020s08a0226v02 1.027008 1.156008 0.974286 1.168849 3_7304 t>i 3 ejective coronal i medial s08 answer echo 43.30 72.72 121.84 i 27.79 
geo020s08a0227v02 0.675040 0.804040 0.645471 0.803371 1_724 k>a 3 ejective velar a initial s08 answer new 48.43 49.57 108.33 a 19.06 
geo020s08a0228v01 0.912595 1.041595 0.873991 1.047254 1_3443 k>a 3 ejective velar a initial s08 question new 42.45 58.60 114.66 a 17.06 
geo020s08a0228v02 0.731054 0.860054 0.696351 0.869575 1_2959 k>a 3 ejective velar a initial s08 answer echo 67.71 54.70 118.52 a 24.18 
geo020s08a0229v01 0.798310 0.927310 0.748537 0.929772 1_1951 t>a 2 ejective coronal a initial s08 question new 33.89 69.77 111.46 a 13.54 
geo020s08a0231v01 0.727384 0.856384 0.676346 0.887540 1_4754 p>a 3 ejective labial a initial s08 question new 54.11 71.04 140.16 a 18.88 
geo020s08a0231v01 1.033820 1.162820 0.994154 1.185358 3_8366 k>a 3 ejective velar a medial s08 question new 131.54 59.67 131.54 a 26.61 
geo020s08a0231v02 0.772900 0.901900 0.735200 0.892728 1_7998 p>e 3 ejective labial e initial s08 answer new 59.47 57.70 99.83 e 25.48 
geo020s08a0232v01 0.932820 1.061820 0.892464 1.049239 1_8063 p>e 3 ejective labial e initial s08 question new 52.19 60.36 96.42 e 16.57 
geo020s08a0232v02 0.930554 1.059554 0.876576 1.069671 1_9549 p>e 3 ejective labial e initial s08 answer echo 65.25 73.98 119.12 e 31.59 
geo020s08a0233v02 0.713398 0.842398 0.642364 0.869977 1_3932 pu 2 pulmonic labial u initial s08 answer new 65.25 91.03 136.58 u 77.33 
geo020s08a0234v01 0.866786 0.995786 0.781354 1.013944 1_4109 pu 2 pulmonic labial u initial s08 question new 65.25 105.43 127.16 u 75.78 
geo020s08a0234v02 0.799954 0.928954 0.717216 0.962618 1_6805 pu 2 pulmonic labial u initial s08 answer echo 65.25 102.74 142.66 u 77.76 
geo020s08a0235v01 0.958114 1.087114 0.907701 1.123541 1_9624 k>e 2 ejective velar e initial s08 question new 55.59 70.41 145.43 e 31.36 
geo020s08a0239v01 0.965154 1.094154 0.898617 1.175933 1_6140 te 3 pulmonic coronal e initial s08 question new 55.59 86.54 190.78 e 116.29 
geo020s08a0239v02 0.671381 0.800381 0.613720 0.839580 1_4872 pa 2 pulmonic labial a initial s08 answer new 55.59 77.66 148.20 a 83.78 
geo020s08a0239v02 0.906843 1.035843 0.839580 1.080274 2_5071 pa 2 pulmonic labial a medial s08 answer new 55.59 87.26 153.43 a 64.00 
geo020s08a0240v01 0.886368 1.015368 0.831724 1.020120 1_8230 pa 2 pulmonic labial a initial s08 question new 55.59 74.64 113.75 a 48.13 
geo020s08a0240v01 1.086425 1.215425 1.020120 1.200921 2_8613 pa 2 pulmonic labial a medial s08 question new 55.59 86.31 94.50 a 16.93 
geo020s08a0240v02 0.644231 0.773231 0.595207 0.780808 1_2640 pa 2 pulmonic labial a initial s08 answer echo 55.59 69.02 116.58 a 55.55 
geo020s08a0240v02 0.845932 0.974932 0.780808 0.977123 2_4075 pa 2 pulmonic labial a medial s08 answer echo 55.59 85.12 111.19 a 41.72 
geo020s08a0241v01 0.911245 1.040245 0.831724 1.069742 1_7704 t>i 2 ejective coronal i initial s08 question new 60.87 99.52 138.50 i 26.65 
geo020s08a0241v02 0.734117 0.863117 0.682873 0.877375 1_394 p>a 2 ejective labial a initial s08 answer new 54.56 71.24 123.26 a 12.83 
geo020s08a0241v02 0.946290 1.075290 0.877375 1.120121 2_7452 p>a 2 ejective labial a medial s08 answer new 31.32 88.91 153.83 a 12.43 
geo020s08a0242v01 0.777664 0.906664 0.745539 0.906781 1_620 p>a 2 ejective labial a initial s08 question new 40.37 52.13 109.12 a 17.22 
geo020s08a0242v01 0.977232 1.106232 0.906781 1.103503 2_6656 p>a 2 ejective labial a medial s08 question new 106.27 90.45 106.27 a 18.92 
geo020s08a0242v02 0.578779 0.707779 0.542224 0.714185 1_549 p>a 2 ejective labial a initial s08 answer echo 64.00 56.56 115.41 a 27.60 
geo020s08a0242v02 0.791767 0.920767 0.714185 0.935413 2_7288 p>a 2 ejective labial a medial s08 answer echo 26.48 97.58 123.65 a 11.43 
geo020s08a0245v01 0.745938 0.874938 0.693401 0.930108 1_4560 t>a 2 ejective coronal a initial s08 question new 54.01 72.54 164.17 a 24.94 
geo020s08a0247v02 0.659539 0.788539 0.604909 0.791507 1_79 p>i 3 ejective labial i initial s08 answer new 47.13 74.63 111.97 i 35.51 
geo020s08a0248v01 0.681789 0.810789 0.629385 0.791470 1_5486 p>i 3 ejective labial i initial s08 question new 38.50 72.40 89.68 i 19.91 
geo020s08a0248v02 0.627432 0.756432 0.577435 0.732189 1_4742 p>i 3 ejective labial i initial s08 answer echo 31.95 70.00 84.76 i 16.29 
geo020s08a0249v01 0.721128 0.850128 0.668519 0.848383 1_9886 p>a 3 ejective labial a initial s08 question new 15.14 72.61 107.25 a 8.18 
geo020s08a0249v02 0.682179 0.811179 0.610461 0.844992 1_8078 pa 3 pulmonic labial a initial s08 answer new 15.14 91.72 142.81 a 57.91 
geo020s08a0249v02 1.082475 1.211475 1.027017 1.222625 3_4868 t>i 3 ejective coronal i medial s08 answer new 43.04 75.46 120.15 i 30.99 
geo020s08a0250v01 0.700244 0.829244 0.640772 0.856449 1_2934 pa 3 pulmonic labial a initial s08 question new 43.04 79.47 136.20 a 62.61 
geo020s08a0250v01 1.101306 1.230306 1.048863 1.196903 3_3995 t>i 3 ejective coronal i medial s08 question new 30.36 72.44 75.60 i 16.85 
geo020s08a0250v02 0.680963 0.809963 0.640967 0.840400 1_2255 pa 3 pulmonic labial a initial s08 answer echo 30.36 60.00 139.44 a 67.97 
geo020s08a0250v02 1.078228 1.207228 1.015300 1.214732 3_8236 t>i 3 ejective coronal i medial s08 answer echo 30.83 82.93 116.50 i 22.38 
geo020s08a0251v01 1.192398 1.321398 1.142744 1.321928 2_8651 k>i 2 ejective velar i medial s08 question new 109.53 69.65 109.53 i 15.95 
geo020s08a0251v02 0.850007 0.979007 0.800189 1.026642 1_917 t>i 3 ejective coronal i initial s08 answer new 89.36 69.82 156.63 i 78.42 
