#file onset_f offset_f onset_v offset_v item sequence syllables type place vowel position speaker question new bad_vot constriction vowelduration check_vowel good_vot 
geo020s08a0158v01 0.947753 1.076753 0.906540 1.085538 1_6598 p>a 2 ejective labial a initial s08 question new 59.25 63.56 115.44 a 12.13 
geo020s08a0158v02 0.708704 0.837704 0.656856 0.877830 1_4878 p>a 2 ejective labial a initial s08 answer echo 80.58 73.91 147.06 a 61.54 
geo020s08a0159v01 1.060446 1.189446 1.000743 1.205779 1_678 t>i 3 ejective coronal i initial s08 question new 62.50 81.67 123.37 i 23.44 
geo020s08a0159v01 1.247486 1.376486 1.205779 1.383310 2_5084 t>u 3 ejective coronal u medial s08 question new 28.55 65.87 111.66 u 12.56 
geo020s08a0161v02 0.764235 0.893235 0.737178 0.889621 1_277 k>e 2 ejective velar e initial s08 answer new 62.41 47.88 104.56 e 54.23 
geo020s08a0162v01 0.992887 1.121887 0.953539 1.127397 1_4251 k>e 2 ejective velar e initial s08 question new 51.23 59.78 114.08 e 19.30 
geo020s08a0162v02 0.651143 0.780143 0.631489 0.785292 1_3448 k>e 2 ejective velar e initial s08 answer echo 61.55 44.26 109.55 e 44.06 
geo020s08a0163v01 0.895254 1.024254 0.841996 1.011676 1_8642 p>i 3 ejective labial i initial s08 question new 38.40 74.21 95.47 i 15.43 
geo020s08a0163v01 1.226969 1.355969 1.175667 1.360873 3_5196 t>i 3 ejective coronal i medial s08 question new 113.90 73.38 111.83 i 28.18 
geo020s08a0167v01 0.962426 1.091426 0.921898 1.108056 1_7923 k>a 3 ejective velar a initial s08 question new 40.04 62.05 124.11 a 32.53 
geo020s08a0167v01 1.148666 1.277666 1.108056 1.282431 2_3763 k>a 3 ejective velar a medial s08 question new 31.63 61.41 112.97 a 15.80 
geo020s08a0169v02 0.865513 0.994513 0.801719 1.001719 2_628 t>a 3 ejective coronal a medial s08 answer new 45.34 83.79 116.21 a 23.88 
geo020s08a0170v01 0.977166 1.106166 0.929510 1.113280 2_89 t>a 3 ejective coronal a medial s08 question new 49.49 70.75 113.02 a 9.81 
geo020s08a0170v02 0.866183 0.995183 0.813962 1.007821 2_9779 t>a 3 ejective coronal a medial s08 answer echo 46.82 74.41 119.45 a 11.22 
geo020s08a0173v02 0.645867 0.774867 0.665867 0.863989 1_1748 k>a 3 ejective velar a initial s08 answer new 61.45 61.03 137.09 a 60.58 
geo020s08a0173v02 0.913102 1.042102 0.863989 1.052675 2_6771 k>a 3 ejective velar a medial s08 answer new 75.51 69.11 119.57 a 13.74 
geo020s08a0174v01 0.891778 1.020778 0.843716 1.028588 1_7837 k>a 3 ejective velar a initial s08 question new 34.57 71.17 113.70 a 21.58 
geo020s08a0174v01 1.069205 1.198205 1.028588 1.168990 2_484 k>a 3 ejective velar a medial s08 question new 79.78 62.19 78.21 a 17.94 
geo020s08a0174v02 0.556073 0.685073 0.520595 0.710926 1_9955 k>a 3 ejective velar a initial s08 answer echo 41.29 57.26 133.07 a 12.38 
geo020s08a0174v02 0.751011 0.880011 0.710926 0.903471 2_2190 k>a 3 ejective velar a medial s08 answer echo 60.85 62.60 129.94 a 38.76 
geo020s08a0175v01 0.635822 0.764822 0.595767 0.811490 1_510 t>e 3 ejective coronal e initial s08 question new 60.51 62.88 152.84 e 24.09 
geo020s08a0179v02 0.899134 1.028134 0.837359 1.062917 2_9593 p>i 2 ejective labial i medial s08 answer new 143.78 83.04 142.52 i 29.37 
geo020s08a0180v01 1.073738 1.202738 1.012978 1.159434 2_4143 p>i 2 ejective labial i medial s08 question new 65.70 81.86 64.60 i 21.75 
geo020s08a0180v02 0.864207 0.993207 0.805312 0.996323 2_6670 p>i 2 ejective labial i medial s08 answer echo 36.84 80.89 110.13 i 25.17 
geo020s08a0181v01 0.753526 0.882526 0.709302 0.874414 1_3776 t>a 2 ejective coronal a initial s08 question new 59.40 66.65 98.46 a 44.52 
geo020s08a0181v02 0.793745 0.922745 0.743534 0.964109 1_6650 k>a 2 ejective velar a initial s08 answer new 93.91 70.89 149.68 a 54.31 
geo020s08a0182v01 0.858625 0.987625 0.824202 1.036832 1_6775 k>a 2 ejective velar a initial s08 question new 74.36 56.01 156.62 a 16.09 
geo020s08a0182v02 0.774031 0.903031 0.693114 0.927876 1_3499 k>a 2 ejective velar a initial s08 answer echo 70.68 102.67 132.09 a 38.99 
geo020s08a0183v02 0.715163 0.844163 0.653885 0.855101 1_1666 t>e 2 ejective coronal e initial s08 answer new 44.85 82.84 118.37 e 34.51 
geo020s08a0184v01 0.763090 0.892090 0.707643 0.878858 1_2509 t>e 2 ejective coronal e initial s08 question new 49.38 78.40 92.81 e 16.37 
geo020s08a0184v02 0.539460 0.668460 0.500712 0.661158 1_8490 t>e 2 ejective coronal e initial s08 answer echo 47.31 61.40 99.04 e 22.91 
geo020s08a0189v01 0.861579 0.990579 0.804431 1.026723 1_9920 ko 3 pulmonic velar o initial s08 question new 47.31 77.15 145.14 o 81.33 
geo020s08a0189v02 0.678481 0.807481 0.623537 0.831325 1_4853 t>o 2 ejective coronal o initial s08 answer new 67.95 77.53 130.25 o 28.72 
geo020s08a0190v01 0.699172 0.828172 0.645993 0.830691 1_4876 t>o 2 ejective coronal o initial s08 question new 56.30 76.29 108.41 o 39.40 
geo020s08a0190v02 0.676095 0.805095 0.624540 0.805996 1_749 t>o 2 ejective coronal o initial s08 answer echo 49.88 73.42 108.03 o 15.13 
geo020s08a0191v02 0.684163 0.813163 0.635949 0.835588 1_8424 p>a 2 ejective labial a initial s08 answer new 98.53 70.14 129.50 a 67.11 
geo020s08a0191v02 0.910363 1.039363 0.835588 1.074795 2_5824 pi 2 pulmonic labial i medial s08 answer new 98.53 94.77 144.43 i 86.77 
geo020s08a0192v02 0.610209 0.739209 0.558224 0.745204 1_1864 p>a 2 ejective labial a initial s08 answer echo 56.76 75.00 111.98 a 46.86 
geo020s08a0192v02 0.810944 0.939944 0.745204 0.961605 2_8069 pi 2 pulmonic labial i medial s08 answer echo 56.76 85.74 130.66 i 57.51 
geo020s08a0193v01 1.171151 1.300151 1.122227 1.292176 3_4978 t>i 3 ejective coronal i medial s08 question new 101.02 86.58 83.37 i -0.13 
geo020s08a0193v02 0.642846 0.771846 0.589835 0.775866 1_9581 p>a 3 ejective labial a initial s08 answer new 62.27 75.10 110.93 a 48.21 
geo020s08a0193v02 0.817207 0.946207 0.775866 0.968964 2_6154 t>a 3 ejective coronal a medial s08 answer new 37.56 62.42 130.67 a 14.32 
geo020s08a0194v01 0.702436 0.831436 0.658023 0.818327 1_7104 p>a 3 ejective labial a initial s08 question new 26.98 80.32 79.98 a 0.04 
geo020s08a0194v01 0.866925 0.995925 0.818327 1.005606 2_7003 t>a 3 ejective coronal a medial s08 question new 42.73 71.84 115.43 a 9.05 
geo020s08a0194v02 0.627809 0.756809 0.592133 0.749292 1_527 p>a 3 ejective labial a initial s08 answer echo 39.55 57.32 99.83 a 12.02 
geo020s08a0194v02 0.790704 0.919704 0.749292 0.915746 2_1712 t>a 3 ejective coronal a medial s08 answer echo 55.50 63.86 102.60 a 45.53 
geo020s08a0195v01 0.858319 0.987319 0.802481 0.999470 1_1404 t>a 3 ejective coronal a initial s08 question new 59.68 76.94 120.05 a 13.97 
geo020s08a0195v01 1.212190 1.341190 1.176481 1.340280 3_8024 k>a 3 ejective velar a medial s08 question new 108.09 58.47 105.33 a 38.09 
geo020s08a0197v02 0.821938 0.950938 0.762458 1.008466 1_5177 p>i 2 ejective labial i initial s08 answer new 79.58 80.91 165.10 i 63.89 
geo020s08a0198v01 0.901358 1.030358 0.855140 1.032742 1_9826 p>i 2 ejective labial i initial s08 question new 60.57 69.04 108.56 i 31.29 
geo020s08a0198v02 0.705406 0.834406 0.645420 0.855222 1_4276 p>i 2 ejective labial i initial s08 answer echo 50.61 82.34 127.46 i 25.16 
geo020s08a0199v02 0.702376 0.831376 0.667028 0.836280 1_5446 k>a 2 ejective velar a initial s08 answer new 62.04 56.30 112.95 a 51.82 
geo020s08a0199v02 0.903515 1.032515 0.836280 1.052374 2_9555 t>a 2 ejective coronal a medial s08 answer new 29.10 90.06 126.03 a 14.61 
geo020s08a0200v01 0.745395 0.874395 0.706608 0.875778 1_4402 k>a 2 ejective velar a initial s08 question new 44.77 61.02 108.15 a 13.38 
geo020s08a0200v01 0.922008 1.051008 0.875778 1.034523 2_487 t>a 2 ejective coronal a medial s08 question new 92.52 67.65 91.10 a 21.67 
geo020s08a0200v02 0.635973 0.764973 0.606436 0.762376 1_8002 k>a 2 ejective velar a initial s08 answer echo 64.74 50.99 104.94 a 20.75 
geo020s08a0200v02 0.822467 0.951467 0.762376 0.964521 2_3899 t>a 2 ejective coronal a medial s08 answer echo 33.27 82.74 119.41 a 21.19 
geo020s08a0201v01 0.835774 0.964774 0.782428 0.980646 1_1997 p>a 3 ejective labial a initial s08 question new 55.60 75.20 123.02 a 13.42 
geo020s08a0202v01 0.737522 0.866522 0.696812 0.875317 1_4929 k>e 3 ejective velar e initial s08 question new 64.76 61.38 117.13 e 55.03 
geo020s08a0202v02 0.590828 0.719828 0.562744 0.709782 1_6881 k>e 3 ejective velar e initial s08 answer echo 26.12 50.01 97.03 e 16.01 
geo020s08a0203v01 0.737069 0.866069 0.693165 0.881949 1_1646 p>a 2 ejective labial a initial s08 question new 35.68 65.27 123.52 a 15.62 
geo020s08a0205v02 0.828507 0.957507 0.765094 0.973654 1_2740 k>e 2 ejective velar e initial s08 answer new 78.40 84.97 123.59 e 67.73 
geo020s08a0206v01 0.913288 1.042288 0.860094 1.031244 1_4983 k>e 2 ejective velar e initial s08 question new 41.35 75.81 95.34 e 16.59 
geo020s08a0206v02 0.676683 0.805683 0.620724 0.802975 1_7764 k>e 2 ejective velar e initial s08 answer echo 53.08 76.64 105.61 e 42.48 
geo020s08a0207v02 0.719679 0.848679 0.657117 0.857644 1_616 po 2 pulmonic labial o initial s08 answer new 53.08 82.56 117.96 o 55.52 
geo020s08a0208v01 1.007967 1.136967 0.948874 1.131280 1_6599 po 2 pulmonic labial o initial s08 question new 53.08 79.09 103.31 o 51.66 
geo020s08a0208v02 0.591031 0.720031 0.499182 0.726709 1_7233 po 2 pulmonic labial o initial s08 answer echo 53.08 111.85 115.68 o 58.70 
geo020s08a0209v01 0.672369 0.801369 0.634622 0.809213 1_9994 k>a 3 ejective velar a initial s08 question new 48.81 58.73 115.86 a 25.40 
geo020s08a0209v01 0.865302 0.994302 0.809213 0.982052 2_7510 p>e 3 ejective labial e medial s08 question new 59.95 77.53 95.31 e 12.44 
geo020s08a0211v01 0.825670 0.954670 0.797247 0.951319 1_6949 k>a 3 ejective velar a initial s08 question new 51.03 48.94 105.13 a 22.82 
geo020s08a0213v01 1.202178 1.331178 1.152514 1.299251 2_1227 p>i 3 ejective labial i medial s08 question new 77.07 71.31 75.43 i 25.34 
geo020s08a0213v01 1.352729 1.481729 1.299251 1.471681 3_5233 t>o 3 ejective coronal o medial s08 question new 98.95 75.36 97.07 o 13.14 
geo020s08a0215v01 0.784613 0.913613 0.740317 0.927306 1_971 p>a 3 ejective labial a initial s08 question new 42.66 66.74 120.25 a 6.12 
geo020s08a0215v01 0.974094 1.103094 0.927306 1.071391 2_6152 t>e 3 ejective coronal e medial s08 question new 18.59 69.27 74.82 e 9.30 
geo020s08a0215v02 0.708727 0.837727 0.657218 0.858613 1_6419 to 2 pulmonic coronal o initial s08 answer new 18.59 71.51 129.89 o 76.45 
geo020s08a0215v02 0.907631 1.036631 0.858613 1.068468 2_5357 k>i 2 ejective velar i medial s08 answer new 56.51 70.20 139.66 i 49.81 
geo020s08a0216v01 0.629980 0.758980 0.597874 0.746981 1_745 to 2 pulmonic coronal o initial s08 question new 56.51 52.11 97.00 o 33.46 
geo020s08a0216v01 0.776419 0.905419 0.746981 0.848710 2_97 k>i 2 ejective velar i medial s08 question new 52.29 50.39 51.34 i 2.89 
geo020s08a0216v02 0.487484 0.616484 0.444954 0.618323 1_4424 to 2 pulmonic coronal o initial s08 answer echo 52.29 62.53 110.84 o 49.02 
geo020s08a0216v02 0.651177 0.780177 0.618323 0.748048 2_9134 k>i 2 ejective velar i medial s08 answer echo 31.05 54.07 75.66 i 14.44 
geo020s08a0217v01 0.847427 0.976427 0.797378 0.986752 1_6315 pa 2 pulmonic labial a initial s08 question new 31.05 70.05 119.32 a 53.79 
geo020s08a0217v01 1.052811 1.181811 0.986752 1.184082 2_4397 pa 2 pulmonic labial a medial s08 question new 31.05 86.06 111.27 a 29.05 
geo020s08a0219v01 0.881031 1.010031 0.811493 1.035365 1_7769 pa 2 pulmonic labial a initial s08 question new 31.05 89.54 134.33 a 84.59 
geo020s08a0219v01 1.104219 1.233219 1.035365 1.253451 2_3386 pa 2 pulmonic labial a medial s08 question new 31.05 88.85 129.23 a 40.02 
geo020s08a0219v02 0.630462 0.759462 0.588347 0.785042 1_1077 t>a 3 ejective coronal a initial s08 answer new 54.81 64.69 132.00 a 12.50 
geo020s08a0220v01 0.867637 0.996637 0.826651 1.013143 1_9732 t>a 3 ejective coronal a initial s08 question new 54.76 62.03 124.46 a 34.42 
geo020s08a0220v02 0.682146 0.811146 0.645921 0.826029 1_4153 t>a 3 ejective coronal a initial s08 answer echo 55.55 58.22 121.88 a 45.11 
geo020s08a0221v01 0.946103 1.075103 0.901312 1.064499 2_8750 t>i 3 ejective coronal i medial s08 question new 34.72 67.10 96.09 i 13.06 
geo020s08a0221v02 0.726257 0.855257 0.679503 0.858099 1_7648 p>a 3 ejective labial a initial s08 answer new 59.78 68.76 109.84 a 31.21 
geo020s08a0221v02 1.090918 1.219918 1.045200 1.217881 3_3038 ki 3 pulmonic velar i medial s08 answer new 59.78 65.72 106.96 i 67.31 
geo020s08a0222v02 0.706978 0.835978 0.661173 0.824069 1_3338 p>a 3 ejective labial a initial s08 answer echo 50.40 65.81 97.09 a 9.74 
geo020s08a0222v02 1.050977 1.179977 1.003408 1.206045 3_9649 ki 3 pulmonic velar i medial s08 answer echo 50.40 67.57 135.07 i 49.94 
geo020s08a0223v02 0.951139 1.080139 0.897310 1.084641 1_2629 p>e 2 ejective labial e initial s08 answer new 36.53 73.83 113.50 e 15.46 
geo020s08a0224v01 0.915269 1.044269 0.864089 1.030508 1_8174 p>e 2 ejective labial e initial s08 question new 35.75 71.18 95.24 e 10.48 
geo020s08a0224v02 0.756871 0.885871 0.706116 0.875857 1_8684 p>e 2 ejective labial e initial s08 answer echo 44.10 70.76 98.99 e 25.21 
geo020s08a0225v02 0.615501 0.744501 0.574650 0.759674 1_5663 k>e 3 ejective velar e initial s08 answer new 33.91 60.85 124.17 e 21.06 
geo020s08a0225v02 0.949384 1.078384 0.907073 1.055248 3_8546 t>i 3 ejective coronal i medial s08 answer new 34.08 62.31 85.86 i 20.53 
geo020s08a0226v01 0.849268 0.978268 0.812492 0.991223 1_3304 k>e 3 ejective velar e initial s08 question new 39.11 56.78 121.95 e 20.86 
geo020s08a0226v01 1.143071 1.272071 1.110450 1.243262 3_8385 t>i 3 ejective coronal i medial s08 question new 80.19 52.62 80.19 i 19.43 
geo020s08a0226v02 0.685975 0.814975 0.645687 0.841228 1_4313 k>e 3 ejective velar e initial s08 answer echo 55.22 60.29 135.25 e 43.35 
geo020s08a0226v02 1.027008 1.156008 0.974286 1.168849 3_3160 t>i 3 ejective coronal i medial s08 answer echo 43.30 72.72 121.84 i 27.79 
geo020s08a0227v02 0.675040 0.804040 0.645471 0.803371 1_291 k>a 3 ejective velar a initial s08 answer new 48.43 49.57 108.33 a 19.06 
geo020s08a0228v01 0.912595 1.041595 0.873991 1.047254 1_1630 k>a 3 ejective velar a initial s08 question new 42.45 58.60 114.66 a 17.06 
geo020s08a0228v02 0.731054 0.860054 0.696351 0.869575 1_1989 k>a 3 ejective velar a initial s08 answer echo 67.71 54.70 118.52 a 24.18 
geo020s08a0229v01 0.798310 0.927310 0.748537 0.929772 1_1347 t>a 2 ejective coronal a initial s08 question new 33.89 69.77 111.46 a 13.54 
geo020s08a0231v01 0.727384 0.856384 0.676346 0.887540 1_7885 p>a 3 ejective labial a initial s08 question new 54.11 71.04 140.16 a 18.88 
geo020s08a0231v01 1.033820 1.162820 0.994154 1.185358 3_6687 k>a 3 ejective velar a medial s08 question new 131.54 59.67 131.54 a 26.61 
geo020s08a0231v02 0.772900 0.901900 0.735200 0.892728 1_146 p>e 3 ejective labial e initial s08 answer new 59.47 57.70 99.83 e 25.48 
geo020s08a0232v01 0.932820 1.061820 0.892464 1.049239 1_7186 p>e 3 ejective labial e initial s08 question new 52.19 60.36 96.42 e 16.57 
geo020s08a0232v02 0.930554 1.059554 0.876576 1.069671 1_8426 p>e 3 ejective labial e initial s08 answer echo 65.25 73.98 119.12 e 31.59 
geo020s08a0233v02 0.713398 0.842398 0.642364 0.869977 1_5926 pu 2 pulmonic labial u initial s08 answer new 65.25 91.03 136.58 u 77.33 
geo020s08a0234v01 0.866786 0.995786 0.781354 1.013944 1_4203 pu 2 pulmonic labial u initial s08 question new 65.25 105.43 127.16 u 75.78 
geo020s08a0234v02 0.799954 0.928954 0.717216 0.962618 1_9266 pu 2 pulmonic labial u initial s08 answer echo 65.25 102.74 142.66 u 77.76 
geo020s08a0235v01 0.958114 1.087114 0.907701 1.123541 1_985 k>e 2 ejective velar e initial s08 question new 55.59 70.41 145.43 e 47.70 
geo020s08a0239v01 0.965154 1.094154 0.898617 1.175933 1_6029 te 3 pulmonic coronal e initial s08 question new 55.59 86.54 190.78 e 116.29 
geo020s08a0239v02 0.671381 0.800381 0.613720 0.839580 1_376 pa 2 pulmonic labial a initial s08 answer new 55.59 77.66 148.20 a 83.78 
geo020s08a0239v02 0.906843 1.035843 0.839580 1.080274 2_9143 pa 2 pulmonic labial a medial s08 answer new 55.59 87.26 153.43 a 64.00 
geo020s08a0240v02 0.644231 0.773231 0.595207 0.780808 1_9904 pa 2 pulmonic labial a initial s08 answer echo 55.59 69.02 116.58 a 55.55 
geo020s08a0240v02 0.845932 0.974932 0.780808 0.977123 2_7608 pa 2 pulmonic labial a medial s08 answer echo 55.59 85.12 111.19 a 41.72 
geo020s08a0241v01 0.911245 1.040245 0.831724 1.069742 1_722 t>i 2 ejective coronal i initial s08 question new 60.87 99.52 138.50 i 26.65 
geo020s08a0241v02 0.734117 0.863117 0.682873 0.877375 1_2438 p>a 2 ejective labial a initial s08 answer new 54.56 71.24 123.26 a 12.83 
geo020s08a0241v02 0.946290 1.075290 0.877375 1.120121 2_650 p>a 2 ejective labial a medial s08 answer new 31.32 88.91 153.83 a 12.43 
geo020s08a0242v02 0.578779 0.707779 0.542224 0.714185 1_6989 p>a 2 ejective labial a initial s08 answer echo 64.00 56.56 115.41 a 27.60 
geo020s08a0242v02 0.791767 0.920767 0.714185 0.935413 2_3339 p>a 2 ejective labial a medial s08 answer echo 26.48 97.58 123.65 a 11.43 
geo020s08a0245v01 0.745938 0.874938 0.693401 0.930108 1_8573 t>a 2 ejective coronal a initial s08 question new 54.01 72.54 164.17 a 24.94 
geo020s08a0247v02 0.659539 0.788539 0.604909 0.791507 1_7297 p>i 3 ejective labial i initial s08 answer new 47.13 74.63 111.97 i 35.51 
geo020s08a0248v01 0.681789 0.810789 0.629385 0.791470 1_9424 p>i 3 ejective labial i initial s08 question new 38.50 72.40 89.68 i 19.91 
geo020s08a0248v02 0.627432 0.756432 0.577435 0.732189 1_1465 p>i 3 ejective labial i initial s08 answer echo 31.95 70.00 84.76 i 34.38 
geo020s08a0249v01 0.721128 0.850128 0.668519 0.848383 1_3472 p>a 3 ejective labial a initial s08 question new 15.14 72.61 107.25 a 8.18 
geo020s08a0250v02 0.680963 0.809963 0.640967 0.840400 1_9144 pa 3 pulmonic labial a initial s08 answer echo 15.14 60.00 139.44 a 67.97 
geo020s08a0250v02 1.078228 1.207228 1.015300 1.214732 3_15 t>i 3 ejective coronal i medial s08 answer echo 30.83 82.93 116.50 i 22.38 
geo020s08a0251v02 0.850007 0.979007 0.800189 1.026642 1_8984 t>i 3 ejective coronal i initial s08 answer new 89.36 69.82 156.63 i 78.42 
geo020s08a0252v01 0.771146 0.900146 0.732443 0.941900 1_1798 t>i 3 ejective coronal i initial s08 question new 70.12 58.70 150.75 i 63.19 
geo020s08a0252v02 0.574034 0.703034 0.537108 0.720155 1_1048 t>i 3 ejective coronal i initial s08 answer echo 80.65 56.93 126.12 i 62.14 
